Parish Code,Parish,Sub-County Code,Sub-County,District Code,District
22811207,NYILIT,228112,NGENGE,228,KWEEN
22811208,SIKWA,228112,NGENGE,228,KWEEN
22811209,SOSHO,228112,NGENGE,228,KWEEN
22811210,SUNDET,228112,NGENGE,228,KWEEN
22910101,BUDONDO,229101,BUKANGA,229,LUUKA
22910102,BUSALAMU,229101,BUKANGA,229,LUUKA
22910103,BUWOLOGOMA,229101,BUKANGA,229,LUUKA
22910104,KIROBA,229101,BUKANGA,229,LUUKA
22910105,NABUBYA,229101,BUKANGA,229,LUUKA
22910106,NAMUKUBEMBE,229101,BUKANGA,229,LUUKA
22910201,BUKOOMA,229102,BUKOOMA,229,LUUKA
22910202,BUKYANGWA,229102,BUKOOMA,229,LUUKA
22910203,NABYOTO,229102,BUKOOMA,229,LUUKA
22910204,NAIGOBYA,229102,BUKOOMA,229,LUUKA
22910205,NAMANSENDA,229102,BUKOOMA,229,LUUKA
22910206,NAMULANDA,229102,BUKOOMA,229,LUUKA
22910301,BUDHABANGULA,229103,BULONGO,229,LUUKA
22910302,BUGONYOKA,229103,BULONGO,229,LUUKA
22910303,BUKENDI,229103,BULONGO,229,LUUKA
22910304,BULONGO,229103,BULONGO,229,LUUKA
22910305,NAKABUGU,229103,BULONGO,229,LUUKA
22910306,NAMALEMBA,229103,BULONGO,229,LUUKA
22910401,BUNAFU,229104,IKUMBYA,229,LUUKA
22910402,IKUMBYA,229104,IKUMBYA,229,LUUKA
22910403,INUULA,229104,IKUMBYA,229,LUUKA
22910404,NAWAKA,229104,IKUMBYA,229,LUUKA
22910405,NTAYIGIRWA,229104,IKUMBYA,229,LUUKA
22910501,IRONGO,229105,IRONGO,229,LUUKA
22910502,KALYOWA,229105,IRONGO,229,LUUKA
22910503,KIBINGA,229105,IRONGO,229,LUUKA
22910504,KYANVUMA,229105,IRONGO,229,LUUKA
22910505,NAWANYAGO,229105,IRONGO,229,LUUKA
22910601,BUSIIMAWU,229106,LUUKA TC,229,LUUKA
22910602,BUSONGA,229106,LUUKA TC,229,LUUKA
22910603,KITWEKYAMBOGO,229106,LUUKA TC,229,LUUKA
22910604,KIYUNGA,229106,LUUKA TC,229,LUUKA
22910605,LWANDA,229106,LUUKA TC,229,LUUKA
22910701,BUGOMBA,229107,NAWAMPITI,229,LUUKA
22910702,BUYOOLA,229107,NAWAMPITI,229,LUUKA
22910703,NAKISWIGA,229107,NAWAMPITI,229,LUUKA
22910704,NAWAMPITI,229107,NAWAMPITI,229,LUUKA
22910705,NAWANKOMPE,229107,NAWAMPITI,229,LUUKA
22910801,BUSIIRO,229108,WAIBUGA,229,LUUKA
22910802,BUTIMBWA,229108,WAIBUGA,229,LUUKA
22910803,ITAKAIBOLU,229108,WAIBUGA,229,LUUKA
22910804,LWAKI,229108,WAIBUGA,229,LUUKA
22910805,WALIBO,229108,WAIBUGA,229,LUUKA
23010101,BUCHUMBA,230101,BANDA,230,NAMAYINGO
23010102,BUJWANGA,230101,BANDA,230,NAMAYINGO
23010103,BUWOYA,230101,BANDA,230,NAMAYINGO
23010104,LUGALA,230101,BANDA,230,NAMAYINGO
23010105,LUTOLO,230101,BANDA,230,NAMAYINGO
23010201,BUGANA,230102,BUKANA,230,NAMAYINGO
23010202,BUDUMA,230102,BUKANA,230,NAMAYINGO
23010203,BIISA,230102,BUKANA,230,NAMAYINGO
23010301,BUHEMBA,230103,BUHEMBA,230,NAMAYINGO
23010302,BUKEWA,230103,BUHEMBA,230,NAMAYINGO
23010303,BUWONGO,230103,BUHEMBA,230,NAMAYINGO
23010304,DOHWE,230103,BUHEMBA,230,NAMAYINGO
23010305,SINDE,230103,BUHEMBA,230,NAMAYINGO
23010401,BUBANGO,230104,BUSWALE,230,NAMAYINGO
23010402,BUNGECHA,230104,BUSWALE,230,NAMAYINGO
23010403,BUSWALE,230104,BUSWALE,230,NAMAYINGO
23010404,MADOWA,230104,BUSWALE,230,NAMAYINGO
23010405,NAMAYUGE,230104,BUSWALE,230,NAMAYINGO
23010406,NANSUMA,230104,BUSWALE,230,NAMAYINGO
23010501,GONDOHERA,230105,BUYINJA,230,NAMAYINGO
23010502,KIFUYO,230105,BUYINJA,230,NAMAYINGO
23010503,LWANGOSIA,230105,BUYINJA,230,NAMAYINGO
23010504,NSOONO,230105,BUYINJA,230,NAMAYINGO
23010505,SYANYONJA,230105,BUYINJA,230,NAMAYINGO
23010601,LOLWE EAST,230106,LOLWE,230,NAMAYINGO
23010602,LOLWE WEST,230106,LOLWE,230,NAMAYINGO
23010701,BUCHIMO,230107,MUTUMBA,230,NAMAYINGO
23010702,BULULE,230107,MUTUMBA,230,NAMAYINGO
23010703,LUBANGO,230107,MUTUMBA,230,NAMAYINGO
23010704,LUBIRA,230107,MUTUMBA,230,NAMAYINGO
23010705,MUTUMBA,230107,MUTUMBA,230,NAMAYINGO
23010706,MWEMA,230107,MUTUMBA,230,NAMAYINGO
23010801,BUDIDI,230108,NAMAYINGO TC,230,NAMAYINGO
23010802,BULAMBA,230108,NAMAYINGO TC,230,NAMAYINGO
23010803,NAMAYINGO CENTRAL,230108,NAMAYINGO TC,230,NAMAYINGO
23010804,NAMBUGU,230108,NAMAYINGO TC,230,NAMAYINGO
23010805,NASINU,230108,NAMAYINGO TC,230,NAMAYINGO
23010901,BUMALENGE,230109,SIGULU ISLAND,230,NAMAYINGO
23010902,HAMA,230109,SIGULU ISLAND,230,NAMAYINGO
23010903,MANGA,230109,SIGULU ISLAND,230,NAMAYINGO
23010904,MUKANI,230109,SIGULU ISLAND,230,NAMAYINGO
23010905,NAMPONGWE,230109,SIGULU ISLAND,230,NAMAYINGO
23010906,RABACHI,230109,SIGULU ISLAND,230,NAMAYINGO
23110101,ABATAI,231101,KAPIR,231,NGORA
23110102,AGIRIGIROI,231101,KAPIR,231,NGORA
23110103,AGULE,231101,KAPIR,231,NGORA
23110104,AJEELO,231101,KAPIR,231,NGORA
23110105,AJESA,231101,KAPIR,231,NGORA
23110106,AJUKET,231101,KAPIR,231,NGORA
23110107,AKARUKEI,231101,KAPIR,231,NGORA
23110108,AKISIM,231101,KAPIR,231,NGORA
23110109,ATAPAR,231101,KAPIR,231,NGORA
23110110,KAPIR,231101,KAPIR,231,NGORA
23110111,KOKONG,231101,KAPIR,231,NGORA
23110112,KOLOIN,231101,KAPIR,231,NGORA
23110113,OLUWA,231101,KAPIR,231,NGORA
23110114,OMIITO,231101,KAPIR,231,NGORA
23110115,OMURIANA,231101,KAPIR,231,NGORA
23110116,ORISAI,231101,KAPIR,231,NGORA
23110201,ACIISA,231102,KOBWIN,231,NGORA
23110202,AGULE,231102,KOBWIN,231,NGORA
23110203,AKARUKEI,231102,KOBWIN,231,NGORA
23110204,ATOOT,231102,KOBWIN,231,NGORA
23110205,KADERUN,231102,KOBWIN,231,NGORA
23110206,KADOK ,231102,KOBWIN,231,NGORA
23110207,KALENGO,231102,KOBWIN,231,NGORA
23110208,KOBWIN,231102,KOBWIN,231,NGORA
23110209,KOCOCWA,231102,KOBWIN,231,NGORA
23110210,KODIKE,231102,KOBWIN,231,NGORA
23110211,KOILE,231102,KOBWIN,231,NGORA
23110212,OJUKAI,231102,KOBWIN,231,NGORA
23110213,OKAPEL,231102,KOBWIN,231,NGORA
23110214,OLUKANGOR,231102,KOBWIN,231,NGORA
23110215,OMOO,231102,KOBWIN,231,NGORA
23110216,OPOT,231102,KOBWIN,231,NGORA
23110217,OSWARA,231102,KOBWIN,231,NGORA
23110218,POKOR,231102,KOBWIN,231,NGORA
23110219,TILLING,231102,KOBWIN,231,NGORA
23110301,ADUL,231103,MUKURA,231,NGORA
23110302,AGOGOMIT,231103,MUKURA,231,NGORA
23110303,AJELUK,231103,MUKURA,231,NGORA
23110304,AKEIT,231103,MUKURA,231,NGORA
23110305,AKUBUI,231103,MUKURA,231,NGORA
23110306,ARIET,231103,MUKURA,231,NGORA
23110307,KALER,231103,MUKURA,231,NGORA
23110308,KAMODOKIMA,231103,MUKURA,231,NGORA
23110309,KEES,231103,MUKURA,231,NGORA
23110310,KOKODU,231103,MUKURA,231,NGORA
23110311,KUMEL,231103,MUKURA,231,NGORA
23110312,MADOCH,231103,MUKURA,231,NGORA
23110313,MORUKAKISE,231103,MUKURA,231,NGORA
23110314,MUKURA,231103,MUKURA,231,NGORA
23110315,OKUNGURO,231103,MUKURA,231,NGORA
23110401,AGU,231104,NGORA,231,NGORA
23110402,ANGOD,231104,NGORA,231,NGORA
23110403,APAMA,231104,NGORA,231,NGORA
23110404,KALENGO,231104,NGORA,231,NGORA
23110405,KOPEGE,231104,NGORA,231,NGORA
23110406,NGORA,231104,NGORA,231,NGORA
23110407,NYAMONGO,231104,NGORA,231,NGORA
23110408,ODWARAT,231104,NGORA,231,NGORA
23110409,OMADITOK,231104,NGORA,231,NGORA
23110410,OTETEEN,231104,NGORA,231,NGORA
23110411,TIDIDIEK,231104,NGORA,231,NGORA
23110501,EASTERN,231105,NGORA TC,231,NGORA
23110502,NORTHERN,231105,NGORA TC,231,NGORA
23110503,SOUTHERN,231105,NGORA TC,231,NGORA
23110504,WESTERN,231105,NGORA TC,231,NGORA
23210101,AGULE,232101,BUGONDO,232,SERERE
23210102,BUGONDO,232101,BUGONDO,232,SERERE
23210103,KAMOD,232101,BUGONDO,232,SERERE
23210104,KONGOTO,232101,BUGONDO,232,SERERE
23210105,OGERA,232101,BUGONDO,232,SERERE
23210201,IRUKO,232102,KADUNGULU,232,SERERE
23210202,KABULABULA,232102,KADUNGULU,232,SERERE
23210203,KADUNGULU,232102,KADUNGULU,232,SERERE
23210204,KAGWARA,232102,KADUNGULU,232,SERERE
23210301,KAMOD,232103,KASILO TC,232,SERERE
23210302,KASILO,232103,KASILO TC,232,SERERE
23210303,KOLOLO ,232103,KASILO TC,232,SERERE
23210401,AARAPOO,232104,LABORI,232,SERERE
23210402,ASWII,232104,LABORI,232,SERERE
23210403,LABORI,232104,LABORI,232,SERERE
23210501,AKUMOI,232105,PINGIRE,232,SERERE
23210502,KIDETOK,232105,PINGIRE,232,SERERE
23210503,ODAPAKOL,232105,PINGIRE,232,SERERE
23210504,OKIDI,232105,PINGIRE,232,SERERE
23210505,PINGIRE,232105,PINGIRE,232,SERERE
23220101,ALENGO,232201,ATIIRA,232,SERERE
23220102,ASILANG,232201,ATIIRA,232,SERERE
23220103,ATIIRA,232201,ATIIRA,232,SERERE
23220104,OPUURE,232201,ATIIRA,232,SERERE
23220201,KAMUSALA,232202,KATETA,232,SERERE
23220202,KANYANGAN,232202,KATETA,232,SERERE
23220203,KATETA,232202,KATETA,232,SERERE
23220204,OJETENYANG,232202,KATETA,232,SERERE
23220205,OKODO,232202,KATETA,232,SERERE
23220206,OMAGARA,232202,KATETA,232,SERERE
23220207,ORUPE,232202,KATETA,232,SERERE
23220208,OWINY AGULE,232202,KATETA,232,SERERE
23220301,ABUKET,232203,KYERE,232,SERERE
23220302,KAKUJA,232203,KYERE,232,SERERE
23220303,KAMUROJO,232203,KYERE,232,SERERE
23220304,KANGODO,232203,KYERE,232,SERERE
23220305,KELIM,232203,KYERE,232,SERERE
23220306,KYERE,232203,KYERE,232,SERERE
23220307,OLUPE,232203,KYERE,232,SERERE
23220308,OMAGORO,232203,KYERE,232,SERERE
23220401,AKOBOI,232204,OLIO ,232,SERERE
23220402,KAKUS,232204,OLIO ,232,SERERE
23220403,OBURIN,232204,OLIO ,232,SERERE
23220404,JODUNGURA,232204,OLIO ,232,SERERE
23220405,OKULONYO,232204,OLIO ,232,SERERE
23220406,OSUGURO,232204,OLIO ,232,SERERE
23220501,KAKUS,232205,SERERE TC,232,SERERE
23220502,OKULONYO,232205,SERERE TC,232,SERERE
23220503,OSUGURO,232205,SERERE TC,232,SERERE
30110101,BIYAYA,301101,ADJUMANI TC,301,ADJUMANI
30110102,CENTRAL,301101,ADJUMANI TC,301,ADJUMANI
30110103,CESIA ,301101,ADJUMANI TC,301,ADJUMANI
30110201,ESIA,301102,ADROPI,301,ADJUMANI
30110202,LAJOPI,301102,ADROPI,301,ADJUMANI
30110203,OBILOKONGO,301102,ADROPI,301,ADJUMANI
30110204,OPENZINZI,301102,ADROPI,301,ADJUMANI
30110205,PALEMO,301102,ADROPI,301,ADJUMANI
30110301,ARASI,301103,ARINYAPI,301,ADJUMANI
30110302,ELEGU,301103,ARINYAPI,301,ADJUMANI
30110303,ITUJU,301103,ARINYAPI,301,ADJUMANI
30110304,LIRI,301103,ARINYAPI,301,ADJUMANI
30110305,ZINYINI,301103,ARINYAPI,301,ADJUMANI
30110401,AGOJO,301104,CIFORO,301,ADJUMANI
30110402,LOA,301104,CIFORO,301,ADJUMANI
30110403,MUGI,301104,CIFORO,301,ADJUMANI
30110404,OKANGALI,301104,CIFORO,301,ADJUMANI
30110405,OPEJO,301104,CIFORO,301,ADJUMANI
30110501,ADIDI,301105,DZAIPI,301,ADJUMANI
30110502,AJUGOPI,301105,DZAIPI,301,ADJUMANI
30110503,LOGOANGWA,301105,DZAIPI,301,ADJUMANI
30110504,MGBERE,301105,DZAIPI,301,ADJUMANI
30110505,MINIKI,301105,DZAIPI,301,ADJUMANI
30110601,BARATUKU,301106,ITIRIKWA,301,ADJUMANI
30110602,ITIRIKWA,301106,ITIRIKWA,301,ADJUMANI
30110603,KOLIDIDI,301106,ITIRIKWA,301,ADJUMANI
30110604,MUNGULA,301106,ITIRIKWA,301,ADJUMANI
30110605,ODU,301106,ITIRIKWA,301,ADJUMANI
30110606,ZOKA,301106,ITIRIKWA,301,ADJUMANI
30110701,BACERE,301107,OFUA,301,ADJUMANI
30110702,ILINYI,301107,OFUA,301,ADJUMANI
30110703,OFUA CENTRAL,301107,OFUA,301,ADJUMANI
30110704,OPI,301107,OFUA,301,ADJUMANI
30110705,SUBBE,301107,OFUA,301,ADJUMANI
30110706,TIANYU,301107,OFUA,301,ADJUMANI
30110801,AYIRI,301108,UKUSIJONI,301,ADJUMANI
30110802,GULINYA,301108,UKUSIJONI,301,ADJUMANI
30110803,KIRABA,301108,UKUSIJONI,301,ADJUMANI
30110804,MAAJI,301108,UKUSIJONI,301,ADJUMANI
30110805,PAYARU,301108,UKUSIJONI,301,ADJUMANI
30110901,ALERE,301109,PACARA,301,ADJUMANI
30110902,JIHWA,301109,PACARA,301,ADJUMANI
30110903,MARINDI,301109,PACARA,301,ADJUMANI
30110904,OMI,301109,PACARA,301,ADJUMANI
30110905,UNNA,301109,PACARA,301,ADJUMANI
30111001,BOROLI,301110,PAKELE,301,ADJUMANI
30111002,FUDA,301110,PAKELE,301,ADJUMANI
30111003,IBBIAWORO,301110,PAKELE,301,ADJUMANI
30111004,LEWA,301110,PAKELE,301,ADJUMANI
30111005,MELIADERI,301110,PAKELE,301,ADJUMANI
30111006,MELIJO,301110,PAKELE,301,ADJUMANI
30111007,NYIVURA,301110,PAKELE,301,ADJUMANI
30111008,PAKELE TOWN BOARD,301110,PAKELE,301,ADJUMANI
30111009,PERECI,301110,PAKELE,301,ADJUMANI
30210101,ABANY,302101,ABONGOMOLA,302,APAC
30210102,ABWONG,302101,ABONGOMOLA,302,APAC
30210103,ACHUNGI,302101,ABONGOMOLA,302,APAC
30210104,AKALI,302101,ABONGOMOLA,302,APAC
30210105,AMORIGOGA,302101,ABONGOMOLA,302,APAC
30210106,TEI-ORO,302101,ABONGOMOLA,302,APAC
30210201,ABOKO,302102,ADUKU,302,APAC
30210202,ADYEDA,302102,ADUKU,302,APAC
30210203,ALIRA,302102,ADUKU,302,APAC
30210204,APIRE,302102,ADUKU,302,APAC
30210205,ONGOCENG,302102,ADUKU,302,APAC
30210301,IKWERA,302103,ADUKU TC,302,APAC
30210302,TEDUKA,302103,ADUKU TC,302,APAC
30210401,ACENLWORO,302104,CHAWENTE,302,APAC
30210402,AJAR,302104,CHAWENTE,302,APAC
30210403,ALIDO,302104,CHAWENTE,302,APAC
30210404,ATONGTIDI,302104,CHAWENTE,302,APAC
30210405,ATULE,302104,CHAWENTE,302,APAC
30210501,ABEDMOT,302105,INOMO,302,APAC
30210502,AGWICIRI,302105,INOMO,302,APAC
30210503,AJOK,302105,INOMO,302,APAC
30210504,ALUKA,302105,INOMO,302,APAC
30210505,BANYA,302105,INOMO,302,APAC
30210506,INOMO,302105,INOMO,302,APAC
30210601,ABULI,302106,NAMBIESO,302,APAC
30210602,ACABA,302106,NAMBIESO,302,APAC
30210603,ANWANGI,302106,NAMBIESO,302,APAC
30210604,AORNGA,302106,NAMBIESO,302,APAC
30210605,AYABI,302106,NAMBIESO,302,APAC
30210606,BUNG,302106,NAMBIESO,302,APAC
30210607,ETEKOBER,302106,NAMBIESO,302,APAC
30210608,OGWIL,302106,NAMBIESO,302,APAC
30210609,OWINY,302106,NAMBIESO,302,APAC
30210610,PUNUATAR,302106,NAMBIESO,302,APAC
30220101,AKOKORO,302201,AKOKORO,302,APAC
30220102,ALARO,302201,AKOKORO,302,APAC
30220103,AMUN,302201,AKOKORO,302,APAC
30220104,APOI,302201,AKOKORO,302,APAC
30220105,AWILA,302201,AKOKORO,302,APAC
30220106,AYAGO,302201,AKOKORO,302,APAC
30220107,AYEOLYEC,302201,AKOKORO,302,APAC
30220108,KUNGU,302201,AKOKORO,302,APAC
30220201,ABEDI,302202,APAC,302,APAC
30220202,AKERE,302202,APAC,302,APAC
30220203,ATANA,302202,APAC,302,APAC
30220204,ATIK,302202,APAC,302,APAC
30220205,ATOPI,302202,APAC,302,APAC
30220301,EASTERN,302203,APAC  TC,302,APAC
30220302,WESTERN ,302203,APAC  TC,302,APAC
30220401,ADEM,302204,CHEGERE,302,APAC
30220402,AGONG,302204,CHEGERE,302,APAC
30220403,ATIGOLWOK,302204,CHEGERE,302,APAC
30220404,BARODILO,302204,CHEGERE,302,APAC
30220405,CHEGERE,302204,CHEGERE,302,APAC
30220406,ILEE,302204,CHEGERE,302,APAC
30220407,KIDILANI,302204,CHEGERE,302,APAC
30220408,OLOLANGO,302204,CHEGERE,302,APAC
30220409,ONGICA,302204,CHEGERE,302,APAC
30220410,TEBOKE,302204,CHEGERE,302,APAC
30220501,AGANGA,302205,IBUJE,302,APAC
30220502,AKETO,302205,IBUJE,302,APAC
30220503,ALWOROCENG,302205,IBUJE,302,APAC
30220504,AMII AMILO,302205,IBUJE,302,APAC
30220505,AMIIABERIDWOGO,302205,IBUJE,302,APAC
30220506,TAROGALI,302205,IBUJE,302,APAC
30310101,AWINDIRI,303101,ARUA HILL,303,ARUA
30310102,BAZAAR,303101,ARUA HILL,303,ARUA
30310103,MVARA,303101,ARUA HILL,303,ARUA
30310201,KENYA,303102,RIVER OLI,303,ARUA
30310202,PANGISA,303102,RIVER OLI,303,ARUA
30310203,TANGANYIKA,303102,RIVER OLI,303,ARUA
30320101,ANYARA,303201,ADUMI,303,ARUA
30320102,KATI,303201,ADUMI,303,ARUA
30320103,MITE,303201,ADUMI,303,ARUA
30320104,NYIOVURA,303201,ADUMI,303,ARUA
30320105,OMBACHI,303201,ADUMI,303,ARUA
30320201,ALIBA,303202,AROI   ,303,ARUA
30320202,ALIVU,303202,AROI   ,303,ARUA
30320203,BURA,303202,AROI   ,303,ARUA
30320204,KAMULE,303202,AROI   ,303,ARUA
30320205,MICU,303202,AROI   ,303,ARUA
30320206,ROBU,303202,AROI   ,303,ARUA
30320301,ANZU,303203,AYIVUNI,303,ARUA
30320302,KUBO,303203,AYIVUNI,303,ARUA
30320303,MBARAKA,303203,AYIVUNI,303,ARUA
30320304,OLEVU,303203,AYIVUNI,303,ARUA
30320401,ARIVU,303204,DADAMU,303,ARUA
30320402,ARIWARA,303204,DADAMU,303,ARUA
30320403,LUVU,303204,DADAMU,303,ARUA
30320404,ODRAVU,303204,DADAMU,303,ARUA
30320405,ODULUBA,303204,DADAMU,303,ARUA
30320406,TANGANYIKA,303204,DADAMU,303,ARUA
30320407,YAPI,303204,DADAMU,303,ARUA
30320501,ELEKU,303205,MANIBE,303,ARUA
30320502,EWADRI,303205,MANIBE,303,ARUA
30320503,LUFE,303205,MANIBE,303,ARUA
30320504,ODRAVU,303205,MANIBE,303,ARUA
30320505,OMBACHI,303205,MANIBE,303,ARUA
30320506,OMBOKORO,303205,MANIBE,303,ARUA
30320507,OREKU,303205,MANIBE,303,ARUA
30320508,ROBU,303205,MANIBE,303,ARUA
30320601,AMBEKO,303206,OLUKO,303,ARUA
30320602,ANIPI,303206,OLUKO,303,ARUA
30320603,BUNYU,303206,OLUKO,303,ARUA
30320604,NYIO,303206,OLUKO,303,ARUA
30320605,OMBOKORO,303206,OLUKO,303,ARUA
30320606,ONZIVU,303206,OLUKO,303,ARUA
30320607,TURU,303206,OLUKO,303,ARUA
30320608,WANDI,303206,OLUKO,303,ARUA
30320609,YABIAVOKO,303206,OLUKO,303,ARUA
30320701,ADALAFU,303207,PAJULU,303,ARUA
30320702,ALIVU,303207,PAJULU,303,ARUA
30320703,DRIWALA,303207,PAJULU,303,ARUA
30320704,ETORI,303207,PAJULU,303,ARUA
30320705,KOMITE,303207,PAJULU,303,ARUA
30320706,NYARACU,303207,PAJULU,303,ARUA
30320707,URUGBO,303207,PAJULU,303,ARUA
30320708,POKEA,303207,PAJULU,303,ARUA
30320709,YIVU,303207,PAJULU,303,ARUA
30330101,AYUU,303301,ANYIRIBU,303,ARUA
30330102,BONDO,303301,ANYIRIBU,303,ARUA
30330103,OMII,303301,ANYIRIBU,303,ARUA
30330104,YILLI,303301,ANYIRIBU,303,ARUA
30330201,DUMUNGA,303302,EWANGA,303,ARUA
30330202,EWANGURU,303302,EWANGA,303,ARUA
30330203,ROGA,303302,EWANGA,303,ARUA
30330204,WAKANADINYA,303302,EWANGA,303,ARUA
30330301,ADRAA,303303,OFFAKA,303,ARUA
30330302,ELIBU,303303,OFFAKA,303,ARUA
30330303,OCEBU,303303,OFFAKA,303,ARUA
30330304,ORIBU,303303,OFFAKA,303,ARUA
30330401,AYAVU,303304,OGOKO,303,ARUA
30330402,ENYIO,303304,OGOKO,303,ARUA
30330403,OLALI,303304,OGOKO,303,ARUA
30330404,PAMVARA,303304,OGOKO,303,ARUA
30330405,YACHI,303304,OGOKO,303,ARUA
30330501,AJIBU,303305,OKOLLO,303,ARUA
30330502,BAITO,303305,OKOLLO,303,ARUA
30330503,OKOLLO,303305,OKOLLO,303,ARUA
30330504,ONYOMU,303305,OKOLLO,303,ARUA
30330601,NDAVU,303306,PAWOR,303,ARUA
30330602,JOLYEVU,303306,PAWOR,303,ARUA
30330603,PANDUKU,303306,PAWOR,303,ARUA
30330604,PARABOK,303306,PAWOR,303,ARUA
30330701,JANIPI,303307,RHINO CAMP,303,ARUA
30330702,JAWUVU,303307,RHINO CAMP,303,ARUA
30330703,BANDILI,303307,RHINO CAMP,303,ARUA
30330704,ERAMVA,303307,RHINO CAMP,303,ARUA
30330705,GBULUKUATUNI,303307,RHINO CAMP,303,ARUA
30330706,MANAGO,303307,RHINO CAMP,303,ARUA
30330801,ALIBA,303308,RIGBO,303,ARUA
30330802,KWILI,303308,RIGBO,303,ARUA
30330803,LUBA,303308,RIGBO,303,ARUA
30330804,OCEA,303308,RIGBO,303,ARUA
30330805,ODOBU,303308,RIGBO,303,ARUA
30330806,ODOI,303308,RIGBO,303,ARUA
30330901,ARARA,303309,ULEPPI,303,ARUA
30330902,KATIYI,303309,ULEPPI,303,ARUA
30330903,LAURA,303309,ULEPPI,303,ARUA
30340101,ALIA,303401,AII-VU,303,ARUA
30340102,ARIPIA,303401,AII-VU,303,ARUA
30340103,AYURI,303401,AII-VU,303,ARUA
30340104,EDAYI,303401,AII-VU,303,ARUA
30340105,EREA,303401,AII-VU,303,ARUA
30340106,ONAI,303401,AII-VU,303,ARUA
30340107,ONZORO,303401,AII-VU,303,ARUA
30340108,OTREVU,303401,AII-VU,303,ARUA
30340109,PARANGA,303401,AII-VU,303,ARUA
30340201,ABINDI,303402,BILEAFE,303,ARUA
30340202,ADRIPI,303402,BILEAFE,303,ARUA
30340203,AJIRAKU,303402,BILEAFE,303,ARUA
30340204,NICU,303402,BILEAFE,303,ARUA
30340301,ANAVU,303403,KATRINI,303,ARUA
30340302,OCOPI,303403,KATRINI,303,ARUA
30340303,OKAVU,303403,KATRINI,303,ARUA
30340304,OLEA,303403,KATRINI,303,ARUA
30340305,OLUA,303403,KATRINI,303,ARUA
30340306,ONZORO,303403,KATRINI,303,ARUA
30340401,ANGAZI,303404,OMUGO,303,ARUA
30340402,ANYUFIRA,303404,OMUGO,303,ARUA
30340403,BURA,303404,OMUGO,303,ARUA
30340404,DUKU,303404,OMUGO,303,ARUA
30340405,NDAAPI,303404,OMUGO,303,ARUA
30340406,OBI,303404,OMUGO,303,ARUA
30340407,OWAYI,303404,OMUGO,303,ARUA
30340408,YIDDU,303404,OMUGO,303,ARUA
30340501,AZAPI,303405,ODUPI,303,ARUA
30340502,IMVEPI,303405,ODUPI,303,ARUA
30340503,LUGBARI,303405,ODUPI,303,ARUA
30340504,OKAVU,303405,ODUPI,303,ARUA
30340505,OMBOKORO,303405,ODUPI,303,ARUA
30340506,ORIVU,303405,ODUPI,303,ARUA
30340507,OTUMBARI,303405,ODUPI,303,ARUA
30340601,AKINIO,303406,URIAMA,303,ARUA
30340602,EJONI,303406,URIAMA,303,ARUA
30340603,KATIKU,303406,URIAMA,303,ARUA
30340604,MARAJU,303406,URIAMA,303,ARUA
30340605,OTUMBARI,303406,URIAMA,303,ARUA
30350101,AJIA,303501,AJIA,303,ARUA
30350102,ALIVU,303501,AJIA,303,ARUA
30350103,AYA-AYA,303501,AJIA,303,ARUA
30350104,AYAA,303501,AJIA,303,ARUA
30350105,EWAA,303501,AJIA,303,ARUA
30350106,NYIRIVU,303501,AJIA,303,ARUA
30350107,OCOKO,303501,AJIA,303,ARUA
30350108,OLEVU,303501,AJIA,303,ARUA
30350109,OMBOKORO,303501,AJIA,303,ARUA
30350201,AWIKA,303502,ARIVU,303,ARUA
30350202,ECEKO,303502,ARIVU,303,ARUA
30350203,OMBAVU,303502,ARIVU,303,ARUA
30350204,OMOO,303502,ARIVU,303,ARUA
30350205,PAJURU,303502,ARIVU,303,ARUA
30350206,ULUPI,303502,ARIVU,303,ARUA
30350301,ANYAVU,303503,LOGIRI,303,ARUA
30350302,CHIABA,303503,LOGIRI,303,ARUA
30350303,JJIKI,303503,LOGIRI,303,ARUA
30350304,LAZEBU,303503,LOGIRI,303,ARUA
30350305,OKAVU,303503,LOGIRI,303,ARUA
30350306,OLIBA,303503,LOGIRI,303,ARUA
30350307,OZOO,303503,LOGIRI,303,ARUA
30350401,AJONO,303504,VURRA,303,ARUA
30350402,ANZUU,303504,VURRA,303,ARUA
30350403,AYAVU,303504,VURRA,303,ARUA
30350404,ERUBA,303504,VURRA,303,ARUA
30350405,EZUKU,303504,VURRA,303,ARUA
30350406,KULUVA,303504,VURRA,303,ARUA
30350407,NYIO,303504,VURRA,303,ARUA
30350408,OPIA,303504,VURRA,303,ARUA
30350409,RINGILI,303504,VURRA,303,ARUA
30350410,TILEVU,303504,VURRA,303,ARUA
30410101,GWENGDIYA,304101,AWACH,304,GULU
30410102,PADUNY,304101,AWACH,304,GULU
30410103,PAIBONA,304101,AWACH,304,GULU
30410104,PUKONY,304101,AWACH,304,GULU
30410201,AGONGA,304102,BUNGATIRA,304,GULU
30410202,ATIABAR,304102,BUNGATIRA,304,GULU
30410203,LALIYA,304102,BUNGATIRA,304,GULU
30410204,LAROO,304102,BUNGATIRA,304,GULU
30410205,OITINO,304102,BUNGATIRA,304,GULU
30410206,PABWO,304102,BUNGATIRA,304,GULU
30410207,PUNENA,304102,BUNGATIRA,304,GULU
30410301,KAL  ALII,304103,PAICHO,304,GULU
30410302,KALUMU,304103,PAICHO,304,GULU
30410303,OMEL,304103,PAICHO,304,GULU
